@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8}

@data
895,'2018/05/21 00:15:58:391',7,1923,954,1777,5
896,'2018/05/21 00:15:58:462',7,1918,950,1772,5
897,'2018/05/21 00:15:58:462',7,1914,948,1772,5
898,'2018/05/21 00:15:58:526',7,1913,951,1769,5
899,'2018/05/21 00:15:58:577',7,1911,951,1765,5
900,'2018/05/21 00:15:58:646',7,1913,949,1761,5
901,'2018/05/21 00:15:58:647',7,1909,944,1748,5
902,'2018/05/21 00:15:58:698',7,1908,939,1738,5
903,'2018/05/21 00:15:58:750',7,1898,936,1733,5
904,'2018/05/21 00:15:58:760',7,1890,935,1741,5
905,'2018/05/21 00:15:58:830',7,1886,939,1743,5
906,'2018/05/21 00:15:58:881',7,1879,945,1752,5
907,'2018/05/21 00:15:58:952',7,1885,950,1756,5
908,'2018/05/21 00:15:58:952',7,1891,948,1765,5
909,'2018/05/21 00:15:59:007',7,1882,943,1767,5
910,'2018/05/21 00:15:59:076',7,1877,942,1776,5
911,'2018/05/21 00:15:59:076',7,1878,944,1766,5
912,'2018/05/21 00:15:59:130',7,1886,942,1758,5
913,'2018/05/21 00:15:59:192',7,1908,951,1743,5
914,'2018/05/21 00:15:59:192',7,1928,964,1729,5
915,'2018/05/21 00:15:59:264',7,1927,972,1731,5
916,'2018/05/21 00:15:59:328',7,1922,970,1728,5
917,'2018/05/21 00:15:59:328',7,1920,972,1724,5
918,'2018/05/21 00:15:59:401',7,1910,970,1717,5
919,'2018/05/21 00:15:59:476',7,1913,971,1715,5
920,'2018/05/21 00:15:59:476',7,1912,971,1714,5
921,'2018/05/21 00:15:59:528',7,1915,972,1737,5
922,'2018/05/21 00:15:59:597',7,1908,967,1762,5
923,'2018/05/21 00:15:59:597',7,1901,957,1775,5
924,'2018/05/21 00:15:59:649',7,1896,951,1776,5
925,'2018/05/21 00:15:59:703',7,1891,941,1772,5
926,'2018/05/21 00:15:59:706',7,1889,936,1771,5
927,'2018/05/21 00:15:59:778',7,1885,937,1766,5
928,'2018/05/21 00:15:59:847',7,1878,936,1773,5
929,'2018/05/21 00:15:59:847',7,1875,937,1779,5
930,'2018/05/21 00:15:59:929',7,1870,935,1770,5
931,'2018/05/21 00:15:59:929',7,1861,928,1763,5
932,'2018/05/21 00:15:59:976',7,1874,927,1758,5
933,'2018/05/21 00:16:00:048',7,1882,923,1752,5
934,'2018/05/21 00:16:00:096',7,1888,924,1763,5
935,'2018/05/21 00:16:00:154',7,1890,936,1786,5
936,'2018/05/21 00:16:00:154',7,1885,987,1799,5
937,'2018/05/21 00:16:00:232',7,1868,986,1787,5
938,'2018/05/21 00:16:00:232',7,1859,978,1791,5
939,'2018/05/21 00:16:00:286',7,1864,972,1778,5
940,'2018/05/21 00:16:00:335',7,1870,970,1766,5
941,'2018/05/21 00:16:00:414',7,1883,976,1770,5
942,'2018/05/21 00:16:00:414',7,1888,980,1771,5
943,'2018/05/21 00:16:00:470',7,1900,976,1774,5
944,'2018/05/21 00:16:00:536',7,1905,968,1761,5
945,'2018/05/21 00:16:00:536',7,1913,965,1755,5
946,'2018/05/21 00:16:00:605',7,1918,964,1748,5
947,'2018/05/21 00:16:00:611',7,1921,962,1746,5
948,'2018/05/21 00:16:00:664',7,1924,963,1747,5
949,'2018/05/21 00:16:00:727',7,1922,961,1747,5
950,'2018/05/21 00:16:00:787',7,1911,960,1749,5
951,'2018/05/21 00:16:00:787',7,1910,957,1743,5
952,'2018/05/21 00:16:00:872',7,1899,956,1737,5
953,'2018/05/21 00:16:00:878',7,1892,953,1747,5
954,'2018/05/21 00:16:00:945',7,1889,963,1754,5
955,'2018/05/21 00:16:01:015',7,1878,967,1761,5
956,'2018/05/21 00:16:01:015',7,1873,971,1761,5
957,'2018/05/21 00:16:01:082',7,1863,982,1759,5
958,'2018/05/21 00:16:01:136',7,1861,991,1772,5
959,'2018/05/21 00:16:01:136',7,1858,991,1761,5
960,'2018/05/21 00:16:01:205',7,1856,992,1760,5
961,'2018/05/21 00:16:01:216',7,1848,993,1746,5
962,'2018/05/21 00:16:01:273',7,1849,996,1741,5
963,'2018/05/21 00:16:01:359',7,1848,1000,1737,5
964,'2018/05/21 00:16:01:359',7,1852,1000,1734,5
965,'2018/05/21 00:16:01:436',7,1859,1000,1730,5
966,'2018/05/21 00:16:01:436',7,1857,1000,1736,5
967,'2018/05/21 00:16:08:414',8,1856,1839,952,6
968,'2018/05/21 00:16:08:416',8,1856,1839,948,6
969,'2018/05/21 00:16:08:478',8,1856,1835,949,6
970,'2018/05/21 00:16:08:552',8,1856,1836,948,6
971,'2018/05/21 00:16:08:552',8,1856,1838,950,6
972,'2018/05/21 00:16:08:608',8,1857,1842,945,6
973,'2018/05/21 00:16:08:674',8,1854,1838,943,6
974,'2018/05/21 00:16:08:674',8,1860,1839,939,6
975,'2018/05/21 00:16:08:734',8,1859,1838,936,6
976,'2018/05/21 00:16:08:805',8,1860,1834,937,6
977,'2018/05/21 00:16:08:806',8,1860,1839,938,6
978,'2018/05/21 00:16:08:869',8,1861,1843,934,6
979,'2018/05/21 00:16:08:941',8,1857,1839,932,6
980,'2018/05/21 00:16:08:941',8,1862,1837,929,6
981,'2018/05/21 00:16:08:999',8,1862,1836,925,6
982,'2018/05/21 00:16:09:070',8,1862,1831,928,6
983,'2018/05/21 00:16:09:070',8,1866,1833,927,6
984,'2018/05/21 00:16:09:118',8,1859,1834,926,6
985,'2018/05/21 00:16:09:177',8,1858,1836,927,6
986,'2018/05/21 00:16:09:188',8,1855,1830,929,6
987,'2018/05/21 00:16:09:233',8,1858,1830,930,6
988,'2018/05/21 00:16:09:305',8,1857,1829,928,6
989,'2018/05/21 00:16:09:390',8,1862,1826,929,6
990,'2018/05/21 00:16:09:391',8,1859,1829,928,6
991,'2018/05/21 00:16:09:439',8,1856,1829,932,6
992,'2018/05/21 00:16:09:503',8,1853,1830,929,6
993,'2018/05/21 00:16:09:503',8,1855,1828,927,6
994,'2018/05/21 00:16:09:573',8,1856,1826,927,6
995,'2018/05/21 00:16:09:636',8,1856,1824,930,6
996,'2018/05/21 00:16:09:637',8,1858,1827,930,6
997,'2018/05/21 00:16:09:695',8,1855,1827,930,6
998,'2018/05/21 00:16:09:759',8,1853,1827,932,6
999,'2018/05/21 00:16:09:759',8,1852,1830,930,6
1000,'2018/05/21 00:16:09:817',8,1853,1825,927,6
1001,'2018/05/21 00:16:09:890',8,1855,1822,928,6
1002,'2018/05/21 00:16:09:890',8,1858,1823,929,6
1003,'2018/05/21 00:16:09:956',8,1854,1826,928,6
1004,'2018/05/21 00:16:09:986',8,1854,1827,932,6
1005,'2018/05/21 00:16:10:027',8,1852,1828,930,6
1006,'2018/05/21 00:16:10:105',8,1856,1827,929,6
1007,'2018/05/21 00:16:10:105',8,1858,1825,926,6
1008,'2018/05/21 00:16:10:158',8,1862,1823,930,6
1009,'2018/05/21 00:16:10:222',8,1866,1828,932,6
1010,'2018/05/21 00:16:10:288',8,1862,1829,935,6
1011,'2018/05/21 00:16:10:288',8,1861,1828,936,6
1012,'2018/05/21 00:16:10:358',8,1860,1831,934,6
1013,'2018/05/21 00:16:10:358',8,1860,1826,929,6
1014,'2018/05/21 00:16:10:415',8,1861,1822,932,6
1015,'2018/05/21 00:16:10:488',8,1865,1825,931,6
1016,'2018/05/21 00:16:10:533',8,1860,1824,931,6
1017,'2018/05/21 00:16:10:533',8,1858,1826,934,6
1018,'2018/05/21 00:16:10:593',8,1858,1829,931,6
1019,'2018/05/21 00:16:10:667',8,1858,1825,930,6
1020,'2018/05/21 00:16:10:668',8,1859,1822,928,6
1021,'2018/05/21 00:16:10:738',8,1859,1819,930,6
1022,'2018/05/21 00:16:10:792',8,1862,1821,930,6
1023,'2018/05/21 00:16:10:793',8,1857,1820,929,6
1024,'2018/05/21 00:16:10:850',8,1858,1820,932,6
1025,'2018/05/21 00:16:10:923',8,1854,1818,928,6
1026,'2018/05/21 00:16:10:924',8,1860,1811,927,6
1027,'2018/05/21 00:16:10:980',8,1861,1800,927,6
1028,'2018/05/21 00:16:11:031',8,1865,1802,927,6
1029,'2018/05/21 00:16:11:121',8,1862,1804,923,6
1030,'2018/05/21 00:16:11:121',8,1863,1804,923,6
1031,'2018/05/21 00:16:11:220',8,1862,1806,921,6
1032,'2018/05/21 00:16:11:220',8,1857,1792,918,6
1033,'2018/05/21 00:16:11:220',8,1862,1774,918,6
1034,'2018/05/21 00:16:11:265',8,1868,1769,919,6
1035,'2018/05/21 00:16:11:338',8,1863,1771,926,6
1036,'2018/05/21 00:16:11:400',8,1861,1785,932,6
1037,'2018/05/21 00:16:11:400',8,1859,1795,933,6
1038,'2018/05/21 00:16:11:473',8,1858,1792,933,6
1039,'2018/05/21 00:16:11:519',8,1860,1784,932,6
1040,'2018/05/21 00:16:11:586',8,1861,1768,932,6
1041,'2018/05/21 00:16:11:586',8,1868,1742,937,6
1042,'2018/05/21 00:16:11:638',8,1866,1740,941,6
1043,'2018/05/21 00:16:11:704',8,1862,1740,949,6
1044,'2018/05/21 00:16:11:704',8,1866,1740,950,6
1045,'2018/05/21 00:16:11:763',8,1860,1735,954,6
1046,'2018/05/21 00:16:11:860',8,1874,1753,958,6
1047,'2018/05/21 00:16:11:861',8,1884,1763,961,6
1048,'2018/05/21 00:16:11:866',8,1881,1787,977,6
1049,'2018/05/21 00:16:11:919',8,1881,1807,987,6
1050,'2018/05/21 00:16:11:977',8,1879,1808,986,6
1051,'2018/05/21 00:16:12:052',8,1878,1794,985,6
1052,'2018/05/21 00:16:12:052',8,1882,1787,986,6
1053,'2018/05/21 00:16:12:108',8,1879,1783,981,6
1054,'2018/05/21 00:16:12:172',8,1884,1777,982,6
1055,'2018/05/21 00:16:12:172',8,1876,1785,975,6
1056,'2018/05/21 00:16:12:221',8,1877,1787,976,6
1057,'2018/05/21 00:16:12:288',8,1884,1800,980,6
1058,'2018/05/21 00:16:12:369',8,1873,1826,984,6
1059,'2018/05/21 00:16:12:369',8,1871,1830,987,6
1060,'2018/05/21 00:16:12:425',8,1870,1820,985,6
1061,'2018/05/21 00:16:12:425',8,1869,1801,985,6
1062,'2018/05/21 00:16:12:529',8,1870,1793,989,6
1063,'2018/05/21 00:16:12:529',8,1869,1794,990,6
1064,'2018/05/21 00:16:12:598',8,1862,1797,991,6
1065,'2018/05/21 00:16:12:598',8,1865,1800,992,6
1066,'2018/05/21 00:16:12:673',8,1862,1786,991,6
1067,'2018/05/21 00:16:12:729',8,1865,1763,991,6
1068,'2018/05/21 00:16:12:729',8,1861,1762,990,6
1069,'2018/05/21 00:16:12:806',8,1861,1754,992,6
1070,'2018/05/21 00:16:12:850',8,1858,1751,987,6
1071,'2018/05/21 00:16:12:921',8,1857,1753,985,6
1072,'2018/05/21 00:16:12:921',8,1862,1740,981,6
1073,'2018/05/21 00:16:12:967',8,1860,1735,977,6
1074,'2018/05/21 00:16:13:038',8,1861,1728,980,6
1075,'2018/05/21 00:16:13:038',8,1866,1725,980,6
1076,'2018/05/21 00:16:13:086',8,1861,1705,976,6
1077,'2018/05/21 00:16:13:160',8,1858,1690,976,6
1078,'2018/05/21 00:16:13:160',8,1863,1688,976,6
1079,'2018/05/21 00:16:13:240',8,1867,1701,973,6
1080,'2018/05/21 00:16:13:286',8,1868,1700,977,6
1081,'2018/05/21 00:16:13:286',8,1863,1699,979,6
1082,'2018/05/21 00:16:13:343',8,1862,1703,983,6
1083,'2018/05/21 00:16:13:421',8,1863,1702,980,6
1084,'2018/05/21 00:16:13:421',8,1860,1701,981,6
1085,'2018/05/21 00:16:13:485',8,1863,1729,984,6
1086,'2018/05/21 00:16:13:534',8,1862,1727,981,6
1087,'2018/05/21 00:16:13:594',8,1867,1736,985,6
1088,'2018/05/21 00:16:13:594',8,1863,1755,984,6
1089,'2018/05/21 00:16:13:670',8,1863,1760,987,6
1090,'2018/05/21 00:16:13:770',8,1862,1757,985,6
1091,'2018/05/21 00:16:13:771',8,1868,1751,984,6
1092,'2018/05/21 00:16:13:771',8,1870,1741,985,6
1093,'2018/05/21 00:16:13:823',8,1875,1747,988,6
1094,'2018/05/21 00:16:13:890',8,1872,1759,990,6
1095,'2018/05/21 00:16:13:891',8,1866,1769,990,6
1096,'2018/05/21 00:16:13:959',8,1868,1768,991,6
1097,'2018/05/21 00:16:14:038',8,1870,1769,993,6
1098,'2018/05/21 00:16:14:038',8,1869,1769,996,6
1099,'2018/05/21 00:16:14:087',8,1871,1774,1006,6
1100,'2018/05/21 00:16:14:153',8,1873,1789,1012,6
1101,'2018/05/21 00:16:14:153',8,1867,1775,1012,6
1102,'2018/05/21 00:16:14:203',8,1868,1763,1016,6
1103,'2018/05/21 00:16:14:269',8,1869,1767,1012,6
1104,'2018/05/21 00:16:14:335',8,1871,1758,1012,6
1105,'2018/05/21 00:16:14:335',8,1880,1744,1011,6
1106,'2018/05/21 00:16:14:386',8,1884,1745,1005,6
1107,'2018/05/21 00:16:14:440',8,1875,1780,1009,6
1108,'2018/05/21 00:16:14:529',8,1873,1779,1001,6
1109,'2018/05/21 00:16:14:529',8,1868,1777,989,6
1110,'2018/05/21 00:16:14:537',8,1862,1769,979,6
1111,'2018/05/21 00:16:14:603',8,1866,1767,973,6
1112,'2018/05/21 00:16:14:656',8,1867,1764,969,6
1113,'2018/05/21 00:16:14:716',8,1869,1765,966,6
1114,'2018/05/21 00:16:14:716',8,1865,1765,963,6
1115,'2018/05/21 00:16:14:784',8,1864,1764,964,6
1116,'2018/05/21 00:16:14:850',8,1860,1768,960,6
1117,'2018/05/21 00:16:14:850',8,1861,1764,957,6
1118,'2018/05/21 00:16:14:907',8,1865,1765,951,6
1119,'2018/05/21 00:16:14:974',8,1868,1764,948,6
1120,'2018/05/21 00:16:14:974',8,1862,1766,948,6
1121,'2018/05/21 00:16:15:022',8,1863,1772,947,6
1122,'2018/05/21 00:16:15:088',8,1865,1779,940,6
1123,'2018/05/21 00:16:15:142',8,1860,1776,938,6
1124,'2018/05/21 00:16:15:142',8,1866,1788,936,6
1125,'2018/05/21 00:16:15:222',8,1871,1803,931,6
1126,'2018/05/21 00:16:15:270',8,1867,1811,932,6
1127,'2018/05/21 00:16:15:270',8,1863,1811,933,6
1128,'2018/05/21 00:16:15:334',8,1861,1811,930,6
1129,'2018/05/21 00:16:15:407',8,1858,1807,927,6
1130,'2018/05/21 00:16:15:407',8,1862,1802,929,6
1131,'2018/05/21 00:16:15:470',8,1862,1802,926,6
1132,'2018/05/21 00:16:15:538',8,1863,1799,929,6
1133,'2018/05/21 00:16:15:538',8,1861,1799,932,6
1134,'2018/05/21 00:16:15:605',8,1860,1802,934,6
1135,'2018/05/21 00:16:15:652',8,1859,1803,930,6
1136,'2018/05/21 00:16:15:721',8,1857,1798,928,6
1137,'2018/05/21 00:16:15:721',8,1860,1794,928,6
1138,'2018/05/21 00:16:15:789',8,1860,1798,931,6
1139,'2018/05/21 00:16:15:789',8,1861,1802,936,6
1140,'2018/05/21 00:16:15:862',8,1859,1806,940,6
1141,'2018/05/21 00:16:15:934',8,1859,1808,935,6
1142,'2018/05/21 00:16:15:934',8,1855,1803,933,6
1143,'2018/05/21 00:16:15:987',8,1859,1799,930,6
1144,'2018/05/21 00:16:16:040',8,1857,1796,926,6
1145,'2018/05/21 00:16:16:121',8,1858,1791,928,6
1146,'2018/05/21 00:16:16:121',8,1859,1795,926,6
1147,'2018/05/21 00:16:16:175',8,1856,1794,925,6
1148,'2018/05/21 00:16:16:175',8,1851,1797,925,6
1149,'2018/05/21 00:16:16:224',8,1854,1794,924,6
1150,'2018/05/21 00:16:16:402',8,1857,1793,924,6
1151,'2018/05/21 00:16:16:402',8,1856,1790,924,6
1152,'2018/05/21 00:16:16:402',8,1859,1790,928,6
1153,'2018/05/21 00:16:16:402',8,1855,1790,927,6
1154,'2018/05/21 00:16:16:471',8,1854,1794,928,6
1155,'2018/05/21 00:16:16:539',8,1850,1792,929,6
1156,'2018/05/21 00:16:16:539',8,1852,1789,932,6
1157,'2018/05/21 00:16:16:609',8,1853,1783,928,6
1158,'2018/05/21 00:16:16:609',8,1853,1779,934,6
1159,'2018/05/21 00:16:16:673',8,1858,1785,927,6
1160,'2018/05/21 00:16:16:743',8,1852,1788,929,6
1161,'2018/05/21 00:16:16:743',8,1846,1790,922,6
1162,'2018/05/21 00:16:16:795',8,1850,1787,917,6
1163,'2018/05/21 00:16:16:848',8,1852,1792,907,6
1164,'2018/05/21 00:16:16:931',8,1852,1786,908,6
1165,'2018/05/21 00:16:16:931',8,1855,1793,900,6
1166,'2018/05/21 00:16:16:993',8,1850,1793,885,6
1167,'2018/05/21 00:16:16:993',8,1849,1793,877,6
1168,'2018/05/21 00:16:17:041',8,1848,1803,866,6
1169,'2018/05/21 00:16:17:097',8,1856,1797,860,6
1170,'2018/05/21 00:16:17:173',8,1856,1794,857,6
1171,'2018/05/21 00:16:17:173',8,1858,1791,858,6
1172,'2018/05/21 00:16:17:234',8,1858,1785,857,6
1173,'2018/05/21 00:16:17:328',8,1853,1784,857,6
1174,'2018/05/21 00:16:17:328',8,1856,1781,857,6
1175,'2018/05/21 00:16:17:402',8,1854,1783,856,6
1176,'2018/05/21 00:16:17:402',8,1852,1782,853,6
1177,'2018/05/21 00:16:17:459',8,1850,1777,860,6
1178,'2018/05/21 00:16:17:521',8,1852,1775,866,6
1179,'2018/05/21 00:16:17:582',8,1850,1772,866,6
1180,'2018/05/21 00:16:17:582',8,1850,1776,872,6
1181,'2018/05/21 00:16:17:660',8,1851,1782,864,6
1182,'2018/05/21 00:16:17:661',8,1866,1781,861,6
1183,'2018/05/21 00:16:17:723',8,1865,1780,899,6
1184,'2018/05/21 00:16:17:725',8,1867,1777,895,6
1185,'2018/05/21 00:16:17:778',8,1864,1778,895,6
1186,'2018/05/21 00:16:17:867',8,1862,1777,898,6
1187,'2018/05/21 00:16:17:867',8,1861,1779,896,6
1188,'2018/05/21 00:16:17:940',8,1858,1778,894,6
1189,'2018/05/21 00:16:17:942',8,1861,1775,894,6
1190,'2018/05/21 00:16:17:989',8,1862,1771,894,6
1191,'2018/05/21 00:16:18:049',8,1864,1777,893,6
1192,'2018/05/21 00:16:18:127',8,1860,1790,895,6
1193,'2018/05/21 00:16:18:127',8,1862,1786,896,6
1194,'2018/05/21 00:16:18:187',8,1860,1789,893,6
1195,'2018/05/21 00:16:18:260',8,1860,1788,893,6
1196,'2018/05/21 00:16:18:261',8,1866,1787,895,6
1197,'2018/05/21 00:16:18:342',8,1867,1793,895,6
1198,'2018/05/21 00:16:18:342',8,1861,1795,896,6
1199,'2018/05/21 00:16:18:390',8,1859,1794,899,6
1200,'2018/05/21 00:16:18:462',8,1858,1796,897,6
1201,'2018/05/21 00:16:18:463',8,1853,1794,896,6
1202,'2018/05/21 00:16:18:522',8,1857,1795,897,6
1203,'2018/05/21 00:16:18:584',8,1856,1794,894,6
1204,'2018/05/21 00:16:18:590',8,1855,1791,897,6
1205,'2018/05/21 00:16:18:663',8,1855,1795,900,6
1206,'2018/05/21 00:16:18:731',8,1855,1797,899,6
1207,'2018/05/21 00:16:18:731',8,1849,1791,899,6
1208,'2018/05/21 00:16:18:791',8,1853,1790,898,6
1209,'2018/05/21 00:16:18:835',8,1852,1788,896,6
1210,'2018/05/21 00:16:18:914',8,1853,1784,899,6
1211,'2018/05/21 00:16:18:915',8,1857,1787,898,6
1212,'2018/05/21 00:16:19:003',8,1852,1787,900,6
1213,'2018/05/21 00:16:19:003',8,1846,1789,901,6
1214,'2018/05/21 00:16:34:993',9,1929,1754,1737,7
1215,'2018/05/21 00:16:35:067',9,1924,1756,1736,7
1216,'2018/05/21 00:16:35:067',9,1926,1752,1734,7
1217,'2018/05/21 00:16:35:119',9,1926,1750,1733,7
1218,'2018/05/21 00:16:35:176',9,1930,1752,1731,7
1219,'2018/05/21 00:16:35:178',9,1926,1753,1730,7
1220,'2018/05/21 00:16:35:230',9,1925,1752,1737,7
1221,'2018/05/21 00:16:35:301',9,1924,1756,1731,7
1222,'2018/05/21 00:16:35:355',9,1922,1754,1729,7
1223,'2018/05/21 00:16:35:359',9,1926,1754,1729,7
1224,'2018/05/21 00:16:35:422',9,1929,1752,1729,7
1225,'2018/05/21 00:16:35:499',9,1925,1754,1730,7
1226,'2018/05/21 00:16:35:499',9,1926,1755,1736,7
1227,'2018/05/21 00:16:35:559',9,1924,1757,1729,7
1228,'2018/05/21 00:16:35:624',9,1918,1756,1729,7
1229,'2018/05/21 00:16:35:624',9,1924,1754,1730,7
1230,'2018/05/21 00:16:35:699',9,1925,1750,1730,7
1231,'2018/05/21 00:16:35:751',9,1923,1754,1729,7
1232,'2018/05/21 00:16:35:751',9,1924,1754,1728,7
1233,'2018/05/21 00:16:35:817',9,1923,1757,1727,7
1234,'2018/05/21 00:16:35:883',9,1919,1754,1728,7
1235,'2018/05/21 00:16:35:883',9,1922,1753,1726,7
1236,'2018/05/21 00:16:35:957',9,1923,1752,1719,7
1237,'2018/05/21 00:16:35:962',9,1923,1749,1726,7
1238,'2018/05/21 00:16:36:035',9,1922,1752,1726,7
1239,'2018/05/21 00:16:36:110',9,1923,1753,1731,7
1240,'2018/05/21 00:16:36:110',9,1920,1756,1724,7
1241,'2018/05/21 00:16:36:179',9,1921,1753,1725,7
1242,'2018/05/21 00:16:36:179',9,1923,1752,1723,7
1243,'2018/05/21 00:16:36:231',9,1927,1752,1720,7
1244,'2018/05/21 00:16:36:302',9,1929,1749,1724,7
1245,'2018/05/21 00:16:36:359',9,1932,1752,1724,7
1246,'2018/05/21 00:16:36:359',9,1933,1758,1722,7
1247,'2018/05/21 00:16:36:426',9,1930,1758,1720,7
1248,'2018/05/21 00:16:36:432',9,1932,1759,1720,7
1249,'2018/05/21 00:16:36:484',9,1931,1758,1714,7
1250,'2018/05/21 00:16:36:536',9,1930,1754,1718,7
1251,'2018/05/21 00:16:36:593',9,1933,1755,1718,7
1252,'2018/05/21 00:16:36:604',9,1929,1754,1716,7
1253,'2018/05/21 00:16:36:657',9,1921,1758,1719,7
1254,'2018/05/21 00:16:36:712',9,1926,1772,1715,7
1255,'2018/05/21 00:16:36:763',9,1925,1781,1710,7
1256,'2018/05/21 00:16:36:826',9,1924,1783,1719,7
1257,'2018/05/21 00:16:36:826',9,1925,1786,1718,7
1258,'2018/05/21 00:16:36:892',9,1920,1779,1717,7
1259,'2018/05/21 00:16:36:956',9,1919,1775,1719,7
1260,'2018/05/21 00:16:36:956',9,1914,1772,1711,7
1261,'2018/05/21 00:16:37:011',9,1919,1763,1707,7
1262,'2018/05/21 00:16:37:064',9,1919,1761,1706,7
1263,'2018/05/21 00:16:37:135',9,1921,1752,1712,7
1264,'2018/05/21 00:16:37:135',9,1920,1755,1711,7
1265,'2018/05/21 00:16:37:186',9,1916,1755,1713,7
1266,'2018/05/21 00:16:37:255',9,1916,1753,1712,7
1267,'2018/05/21 00:16:37:255',9,1915,1755,1709,7
1268,'2018/05/21 00:16:37:308',9,1916,1752,1703,7
1269,'2018/05/21 00:16:37:364',9,1915,1750,1709,7
1270,'2018/05/21 00:16:37:433',9,1919,1752,1708,7
1271,'2018/05/21 00:16:37:433',9,1917,1752,1707,7
1272,'2018/05/21 00:16:37:486',9,1916,1751,1714,7
1273,'2018/05/21 00:16:37:554',9,1916,1754,1709,7
1274,'2018/05/21 00:16:37:555',9,1917,1749,1707,7
1275,'2018/05/21 00:16:37:611',9,1917,1745,1702,7
1276,'2018/05/21 00:16:37:672',9,1920,1744,1705,7
1277,'2018/05/21 00:16:37:717',9,1916,1746,1707,7
1278,'2018/05/21 00:16:37:775',9,1914,1746,1710,7
1279,'2018/05/21 00:16:37:775',9,1913,1749,1708,7
1280,'2018/05/21 00:16:37:834',9,1914,1745,1703,7
1281,'2018/05/21 00:16:37:890',9,1914,1743,1698,7
1282,'2018/05/21 00:16:37:900',9,1913,1736,1702,7
1283,'2018/05/21 00:16:37:961',9,1919,1740,1704,7
1284,'2018/05/21 00:16:38:027',9,1911,1736,1704,7
1285,'2018/05/21 00:16:38:027',9,1911,1734,1707,7
1286,'2018/05/21 00:16:38:093',9,1910,1737,1703,7
1287,'2018/05/21 00:16:38:160',9,1906,1730,1700,7
1288,'2018/05/21 00:16:38:160',9,1905,1723,1701,7
1289,'2018/05/21 00:16:38:218',9,1907,1719,1701,7
1290,'2018/05/21 00:16:38:271',9,1898,1726,1698,7
1291,'2018/05/21 00:16:38:331',9,1892,1727,1702,7
1292,'2018/05/21 00:16:38:331',9,1887,1737,1697,7
1293,'2018/05/21 00:16:38:389',9,1881,1730,1694,7
1294,'2018/05/21 00:16:38:444',9,1880,1718,1692,7
1295,'2018/05/21 00:16:38:510',9,1878,1694,1680,7
1296,'2018/05/21 00:16:38:510',9,1878,1693,1671,7
1297,'2018/05/21 00:16:38:573',9,1871,1691,1668,7
1298,'2018/05/21 00:16:38:629',9,1870,1682,1667,7
1299,'2018/05/21 00:16:38:629',9,1867,1678,1656,7
1300,'2018/05/21 00:16:38:681',9,1870,1664,1654,7
1301,'2018/05/21 00:16:38:755',9,1868,1660,1652,7
1302,'2018/05/21 00:16:38:809',9,1868,1652,1654,7
1303,'2018/05/21 00:16:38:854',9,1866,1655,1657,7
1304,'2018/05/21 00:16:38:908',9,1870,1650,1660,7
1305,'2018/05/21 00:16:38:908',9,1880,1686,1660,7
1306,'2018/05/21 00:16:38:982',9,1881,1736,1666,7
1307,'2018/05/21 00:16:38:987',9,1882,1745,1665,7
1308,'2018/05/21 00:16:39:036',9,1877,1743,1662,7
1309,'2018/05/21 00:16:39:086',9,1881,1734,1662,7
1310,'2018/05/21 00:16:39:142',9,1899,1740,1669,7
1311,'2018/05/21 00:16:39:151',9,1922,1765,1694,7
1312,'2018/05/21 00:16:39:204',9,1925,1781,1727,7
1313,'2018/05/21 00:16:39:253',9,1933,1774,1746,7
1314,'2018/05/21 00:16:39:310',9,1936,1776,1747,7
1315,'2018/05/21 00:16:39:320',9,1934,1771,1752,7
1316,'2018/05/21 00:16:39:378',9,1928,1779,1752,7
1317,'2018/05/21 00:16:39:435',9,1925,1778,1752,7
1318,'2018/05/21 00:16:39:498',9,1923,1777,1744,7
1319,'2018/05/21 00:16:39:499',9,1919,1771,1740,7
1320,'2018/05/21 00:16:39:559',9,1922,1767,1739,7
1321,'2018/05/21 00:16:39:625',9,1920,1764,1734,7
1322,'2018/05/21 00:16:39:626',9,1919,1759,1735,7
1323,'2018/05/21 00:16:39:684',9,1915,1755,1729,7
1324,'2018/05/21 00:16:39:747',9,1913,1748,1724,7
1325,'2018/05/21 00:16:39:747',9,1904,1742,1719,7
1326,'2018/05/21 00:16:39:812',9,1904,1741,1717,7
1327,'2018/05/21 00:16:39:873',9,1902,1739,1712,7
1328,'2018/05/21 00:16:39:917',9,1904,1734,1716,7
1329,'2018/05/21 00:16:39:974',9,1904,1743,1717,7
1330,'2018/05/21 00:16:39:974',9,1899,1747,1716,7
1331,'2018/05/21 00:16:40:036',9,1894,1751,1718,7
1332,'2018/05/21 00:16:40:095',9,1899,1756,1721,7
1333,'2018/05/21 00:16:40:095',9,1900,1765,1722,7
1334,'2018/05/21 00:16:40:161',9,1903,1765,1734,7
1335,'2018/05/21 00:16:40:217',9,1912,1765,1743,7
1336,'2018/05/21 00:16:40:276',9,1911,1776,1748,7
1337,'2018/05/21 00:16:40:276',9,1910,1779,1757,7
1338,'2018/05/21 00:16:40:334',9,1907,1775,1748,7
1339,'2018/05/21 00:16:40:387',9,1911,1778,1748,7
